"Create new shipment for order","Criar nova entrega para o pedido"
"Create...","Criar..."
"Created At","Criado Em"
"Created billing agreement #%s.","Acordo de cobrança criado #%s."
"Created:","Criado:"
"Credit Memo","Memorando de Crédito"
"Credit Memo #","Memorando de Crédito #"
"Credit Memo # ","Memorando de Crédito # "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Memorando de Crédito #%1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Remetente do Email do Comentário de Memorando de Crédito"
"Credit Memo Comment Email Template","Template do Email do Comentário de Memorando de Crédito"
"Credit Memo Comment Email Template for Guest","Template do Email do Comentário de Memorando de Crédito para Visitante"
"Credit Memo Comments","Comentários de Memorando de Crédito"
"Credit Memo Email Sender","Remetente do Email de Memorando de Crédito"
"Credit Memo Email Template","Template do Email de Memorando de Crédito"
"Credit Memo Email Template for Guest","Template do Email de Memorando de Crédito para Visitante"
"Credit Memo Update","Atualização de Memorando de Crédito"
"Credit Memo Update for Guest","Atualização de Memorando de Crédito para Visitante"
"Credit Memos","Memorandos de Crédito"
"Credit memo canceling problem.","Problema cancelando o memorando de crédito."
"Credit memo cannot be canceled.","Memorando de crédito não pode ser cancelado."
"Credit memo has been created automatically","Memorando de crédito foi criado automaticamente"
"Custom Price","Preço Personalizado"
"Custom Value","Valor Personalizado"
"Customer","Cliente"
"Customer Can Define Start Date","Cliente Pode Definir a Data de Início"
"Customer Email","Email do Cliente"
"Customer Group","Grupo do Cliente"
"Customer Last Name","Último Nome do Cliente"
"Customer My Account Order Creditmemo View","Cliente Minha Conta Pedido Memorando de Crédito Exibir"
"Customer My Account Order History","Cliente Minha Conta Pedido Histórico"
"Customer My Account Order Invoice View","Cliente Minha Conta Pedido Fatura Exibir"
"Customer My Account Order Shipment View","Cliente Minha Conta Pedido Entrega Exibir"
"Customer My Account Order View","Cliente Minha Conta Pedido Exibir"
"Customer Name","Nome do Cliente"
"Customer\'s Current Activities","Atividades Atuais do Cliente"
"Customs Value","Valor Aduaneiro"
"Date","Data"
"Date Shipped","Data do Envio"
"Default Status","Status Padrão"
"Default Template","Template Padrão"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Logo padrão, será usado em PDF e documentos HTML.<br />(jpeg, tiff, png) Caso você observe distorção na imagem em PDF, tente usar a imagem maior"
"Delete","Excluir"
"Delete Package","Excluir Pacote"
"Denied the payment online.","Negado o pagamento online."
"Deny Payment","Negar Pagamento"
"Description Message","Mensagem de Descrição"
"Discount","Desconto"
"Discount (%s)","Desconto (%s)"
"Discount Amount","Quantidade de Desconto"
"Display Order ID in Header","Exibir ID do Pedido no Cabeçalho"
"Edit","Editar"
"Edit Order #%s","Editar Pedido #%s"
"Edit Order %s %s Address","Editar no Pedido %s o Endereço de %s"
"Edit Order Status","Editar Status do Pedido"
"Email","Email"
"Email Address","Endereço de Email"
"Email Copy of Credit Memo","Cópia do Email do Memorando de Crédito"
"Email Copy of Invoice","Cópia do Email da Fatura"
"Email Copy of Shipment","Cópia do Email da Entrega"
"Email Order Confirmation","Email de Confirmação do Pedido"
"Enable","Habilitar"
"Enabled","Habilitado"
"Enter the billing last name and email/ZIP as in the order billing address","Digite o último nome de cobrança e o email/CEP como no endereço de cobrança do pedido"
"Entered data is incorrect. Please try again.","Dados digitado estão incorretos. Por favor tente novamente."
"Error to Show in Shopping Cart","Erro ao Exibir no Carrinho de Compras"
"Excel XML","XML Excel"
"Excl. Tax","Imposto Excl."
"Expired","Expirado"
"Explanation","Explicação"
"Failed to cancel the billing agreement.","Falha ao cancelar o acordo de cobrança."
"Failed to create billing agreement for this order.","Falha ao criar o acordo de cobrança para este pedido."
"Failed to finish billing agreement wizard.","Falha ao finalizar o assistente de acordo de cobrança."
"Failed to send the order email.","Falha ao enviar o email do pedido."
"Failed to start billing agreement wizard.","Falha ao iniciar o assistente de acordo de cobrança."
"Failed to update the payment.","Falha ao atualizar o pagamento."
"Failed to update the profile.","Falha ao atualizar o perfil."
"Failed to void the payment.","Falha ao anular o pagamento."
"Fetch","Obter"
"File extension not known or unsupported type in the following shipment: %s","Extensão de arquivo não conhecida ou não suportada na seguinte entrega: %s"
"Find Order By:","Pesquisar Pedido Por:"
"First Name","Primeiro Nome"
"From","De"
"From Name","Nome De"
"From:","De:"
"G.T. (Base)","Total Geral (Base)"
"G.T. (Purchased)","Total Geral (Adquirido)"
"General","Geral"
"General Information","Informações Gerais"
"Get Payment Update","Obter Atualização de Pagamento"
"Get Update","Obter Atualização"
"Get shipping methods and rates","Obter métodos e taxas de entrega"
"Gift Message","Mensagem de Presente"
"Gift Message for This Order","Mensagem de Presente para Este Pedido"
"Gift Message for the Entire Order","Mensagem de Presente para o Pedido Inteiro"
"Gift Message for this Order","Mensagem de Presente para este Pedido"
"Gift Options","Opções de Presente"
"Girth","Circunferência"
"Grand Total","Total Geral"
"Grand Total to be Charged","Total Geral a ser Cobrado"
"Guest","Visitante"
"Height","Altura"
"Hide Customer IP","Ocultar IP do Cliente"
"Hold","Reter"
"Hold action is not available.","Ação reter não está disponível."
"Hold order","Reter pedido"
"ID","ID"
"ID #","ID #"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Reembolsado"". Reembolso emitido pelo comerciante. Notificação registrada sobre a quantia reembolsada de %s. ID da Transação: ""%s"". O Memorando de Crédito não foi criado. Por favor crie um Memorando de Crédito offline."
"If empty, the default description above will be used.","Se vazio, a descrição padrão acima será usada."
"If empty, the default error above will be used.","Se vazio, o erro padrão acima será usado."
"If the invoice was created offline, try creating an offline creditmemo.","Se a fatura for criada offline, tente criar um memorando de crédito offline."
"Incl. Tax","Imposto Incl."
"Information","Informação"
"Initial Fee","Taxa Inicial"
"Initial Fees","Taxas Iniciais"
"Initial period payment","Pagamento de período inicial"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Informações insuficientes para criar a(s) etiqueta(s) de entrega. Por favor, verifique as Informações da Loja e as Configurações de Entrega."
"Invalid block: %s.","Bloco inválido: %s."
"Invalid carrier specified.","Transportadora especificada inválida."
"Invalid draw line data. Please define ""lines"" array.","Dados de linha de desenho inválidos. Por favor defina a array ""lines""."
"Invalid entity model","Modelo de entidade inválido"
"Invalid item option format.","Formato de opção do item inválido."
"Invalid qty to invoice item ""%s""","Qtd inválida para faturar o item ""%s"""
"Invalid qty to refund item ""%s""","Qtd inválida para reembolsar o item ""%s"""
"Invalid qty to ship for item ""%s""","Qtd inválida para envio do item ""%s"""
"Invalid renderer model","Modelo renderizador inválido"
"Invalid request for adding product to quote.","Solicitação de adição de produto à cotação inválida."
"Invoice","Fatura"
"Invoice #","Fatura #"
"Invoice # ","Fatura # "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Fatura #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Fatura #%s"
"Invoice Comment Email Sender","Remetente de Email de Comentário de Fatura"
"Invoice Comment Email Template","Template de Email de Comentário de Fatura"
"Invoice Comment Email Template for Guest","Template de Email de Comentário de Fatura para Visitante"
"Invoice Comments","Comentários de Fatura"
"Invoice Date","Data da Fatura"
"Invoice Email Sender","Remetente de Email de Fatura"
"Invoice Email Template","Template de Email de Fatura"
"Invoice Email Template for Guest","Template de Email de Fatura para Visitante"
"Invoice Update","Atualização de Fatura"
"Invoice Update for Guest","Atualização de Fatura para Visitante"
"Invoice and Packing Slip Design","Design da Fatura e do Guia de Remessa"
"Invoice and Ship","Faturar e Enviar"
"Invoice canceling problem.","Problema cancelando fatura."
"Invoice cannot be canceled.","Fatura não pôde ser cancelada."
"Invoice cannot be captured.","Fatura não pôde ser capturada."
"Invoice cannot be voided.","Fatura não pôde ser anulada."
"Invoice capturing problem.","Problema capturando fatura."
"Invoice void problem","Problema anulando fatura"
"Invoice will be created without communication with payment gateway.","Fatura será criada sem a comunicação com o gateway de pagamentos."
"Invoiced","Faturado"
"Invoices","Faturas"
"Is Closed","Está Fechado"
"Item","Item"
"Item Status","Status do Item"
"Item object is not specified.","Objeto item não está especificado."
"Item options declaration error.","Erro na declaração de opções do item."
"Item ordered qty","Qtd adquirida do item"
"Item qty declaration error.","Erro na declaração de qtd do item."
"Items","Itens"
"Items Invoiced","Itens Faturados"
"Items Ordered","Itens Adquiridos"
"Items Refunded","Itens Reembolsados"
"Items Shipped","Itens Enviados"
"Items in the Package","Itens no Pacote"
"Items maximum quantity or price do not allow checkout.","Quantidade máxima de itens ou preço não permitem o checkout."
"Items options declaration error.","Erro na declaração de opções dos itens."
"Items to Refund","Itens para Reembolsar"
"Items to Ship","Itens para Enviar"
"Key","Chave"
"Last Name","Último Nome"
"Last Ordered Items","Últimos Itens Adquiridos"
"Last status can\'t be unassigned from state.","O último status não pode ser desvinculado do estado"
"Length","Comprimento"
"Link to the New Order","Link para o Novo Pedido"
"Link to the Previous Order","Link para o Pedido Anterior"
"Logo for HTML Print View","Logo para a Visualização de Impressão HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo exclusivo para documentos HTML. Se vazio, o padrão será usado.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo para Impressos em PDF (200x50)"
"Make Check payable to:","Fazer Cheque nominal à:"
"Manage","Gerenciar"
"Maximum amount available to refund is %s","Quantidade máxima disponível para reembolsar é %s"
"Maximum shipping amount allowed to refund is: %s","Quantidade máxima de envio permitida para reembolso é: %s"
"Message","Mensagem"
"Message:","Mensagem:"
"Minimum Amount","Quantidade Mínima"
"Minimum Order Amount","Quantidade Mínima de Compra"
"Mixed","Misto"
"Most Viewed","Mais Exibidos"
"Most Viewed Products Report","Relatório de Produtos Mais Exibidos"
"Move to Shopping Cart","Mover para o Carrinho de Compras"
"Move to Wishlist","Mover para a Lista de Desejos"
"Multi-address Description Message","Mensagem de Descrição de Múltiplos Endereços"
"Multi-address Error to Show in Shopping Cart","Erro de Múltiplos Endereços para Exibir no Carrinho de Compras"
"My Orders","Meus Pedidos"
"My Orders - Details","Meus Pedidos - Detalhes"
"N/A","N/D"
"Name","Nome"
"New","Novo"
"New Billing Agreement","Novo Acordo de Cobrança"
"New Credit Memo","Novo Memorando de Crédito"
"New Credit Memo for Guest","Novo Memorando de Crédito para Visitante"
"New Credit Memo for Invoice #%s","Novo Memorando de Crédito para a Fatura #%s"
"New Credit Memo for Order #%s","Novo Memorando de Crédito para o Pedido #%s"
"New Invoice","Nova Fatura"
"New Invoice and Shipment for Order #%s","Nova Fatura e Entrega para o Pedido #%s"
"New Invoice for Guest","Nova Fatura para Visitante"
"New Invoice for Order #%s","Nova Fatura para o Pedido #%s"
"New Order","Novo Pedido"
"New Order Confirmation Email Sender","Remetente de Email de Confirmação de Novo Pedido"
"New Order Confirmation Template","Template de Email de Confirmação de Novo Pedido"
"New Order Confirmation Template for Guest","Template de Email de Confirmação de Novo Pedido para Visitante"
"New Order RSS","RSS de Novo Pedido"
"New Order Status","Status de Novo Pedido"
"New Order for Guest","Novo Pedido para Visitante"
"New Shipment","Nova Entrega"
"New Shipment for Guest","Nova Entrega para Visitante"
"New Shipment for Order #%s","Nova Entrega para o Pedido #%s"
"Newsletter Subscription","Inscrição na Newsletter"
"No","Não"
"No Items","Nenhum Item"
"No Items To Refund","Nenhum Item Para Reembolso"
"No Payment Methods","Nenhum Método de Pagamento"
"No detail for number ""%s""","Nenhum detalhe para o número ""%s"""
"No information available.","Nenhuma informação disponível."
"No items","Nenhum item"
"No order(s) were put on hold.","Nenhum pedido foi colocado como retido."
"No order(s) were released from holding status.","Nenhum pedido foi liberado do status retido."
"No ordered items","Nenhum item adquirido"
"No shipping information available","Nenhuma informação de entrega disponível"
"Nominal Items","Itens Nominais"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Item nominal somente pode ser adquirido de forma independente. Para continuar, remova os outros itens da cotação."
"Nominal order registered.","Pedido nominal registrado."
"Not Capture","Não Capturar"
"Not Initialized","Não Inicializado"
"Not Notified","Não Notificado"
"Not enough valid data to save the parent transaction ID.","Não há dados válidos o suficiente para salvar o ID da transação pai."
"Notification Not Applicable","Notificação Não Aplicável"
"Notified","Notificado"
"Notify Customer by Email","Notificar Cliente por Email"
"Number","Número"
"Number of Invoiced Orders","Número de Pedidos Faturados"
"Number of Orders","Número de Pedidos"
"Number of Refunded Orders","Número de Pedidos Reembolsados"
"OK","OK"
"Offline Refunded","Reembolsado Offline"
"On Hold","Retido"
"Online Refunded","Reembolsado Online"
"Order","Pedido"
"Order #","Pedido #"
"Order # ","Pedido # "
"Order # %s","Pedido # %s"
"Order # %s %s | %s","Pedido # %s %s | %s"
"Order #%s","Pedido #%s"
"Order #%s - %s","Pedido #%s - %s"
"Order API","API de Pedido"
"Order Address Information","Informação de Endereço do Pedido"
"Order Comment","Comentário do Pedido"
"Order Comment Email Sender","Remetente de Email de Comentário do Pedido"
"Order Comment Email Template","Template de Email de Comentário do Pedido"
"Order Comment Email Template for Guest","Template de Email de Comentário do Pedido para Visitante"
"Order Comments","Comentários do Pedido"
"Order Credit Memos","Memorandos de Crédito do Pedido"
"Order Currency:","Moeda do Pedido:"
"Order Date","Data do Pedido"
"Order Date (%s)","Data do Pedido (%s)"
"Order Date: ","Data do Pedido: "
"Order Date: %s","Data do Pedido: %s"
"Order Details","Detalhes do Pedido"
"Order Grand Total","Total Geral do Pedido"
"Order History","Histórico do Pedido"
"Order History Info","Informações do Histórico do Pedido"
"Order ID","ID do Pedido"
"Order Information","Informações do Pedido"
"Order Invoices","Faturas do Pedido"
"Order Shipments","Entregas do Pedido"
"Order State","Estado do Pedido"
"Order Status","Status do Pedido"
"Order Status Information","Informações do Status do Pedido"
"Order Statuses","Status do Pedido"
"Order Subtotal","Subtotal do Pedido"
"Order Taxes Report Grouped by Tax Rates","Relatório de Impostos do Pedido Agrupado por Taxas de Imposto"
"Order Total","Total do Pedido"
"Order Totals","Totais do Pedido"
"Order Update","Atualização de Pedido"
"Order Update for Guest","Atualização de Pedido para Visitante"
"Order View","Exibição do Pedido"
"Order credit memo","Memorando de crédito do pedido"
"Order does not allow to be canceled.","Pedido não permite ser cancelado."
"Order invoice","Fatura do pedido"
"Order is suspended as its authorizing amount %s is suspected to be fraudulent.","Pedido está suspenso pois seu valor autorizado %s é suspeito de ser fraudulento."
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Pedido está suspenso pois seu valor capturado %s é suspeito de ser fraudulento."
"Order object is not specified.","Objeto pedido não está especificado."
"Order saving error: %s","Erro salvando pedido: %s"
"Order shipments","Entregas do pedido"
"Order status does not exist.","Status do pedido não existe."
"Order status with the same status code already exist.","Status do pedido com o mesmo código de status já existe."
"Order was placed using %s","Pedido foi feito usando %s"
"Ordered","Adquirido"
"Ordered amount of %s.","Quantidade adquirida de %s."
"Ordering amount of %s is pending approval on gateway.","Quantidade adquirida de %s está pendente de aprovação no gateway."
"Orders","Pedidos"
"Orders and Returns","Pedidos e Devoluções"
"Orders and Returns Search Form","Formulário de Pesquisa de Pedidos e Devoluções"
"Original Price","Preço Original"
"Original order item that recurring payment profile correspondss to.","Item do pedido original que o perfil de pagamento recorrente corresponde."
"PDF Credit Memos","Memorandos de Crédito em PDF"
"PDF Invoices","Faturas em PDF"
"PDF Packingslips","Guias de Remessa em PDF"
"PDF Print-outs","Impressos em PDF"
"PDF object is not specified.","Objeto PDF não está especificado."
"PDF page object is not specified.","Objeto página PDF não está especificado."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","O modelo total de PDF deve extender Mage_Sales_Model_Order_Pdf_Total_Default"
"Package","Pacote"
"Package types are disregarded for USPS domestic shipments.","Tipos de pacotes são desconsiderados para envios domésticos USPS."
"Packages","Pacotes"
"Packingslip # ","Guia de Remessa # "
"Paid","Pago"
"Paid Amount","Quantidade Paga"
"Parent Transaction ID","ID da Transação Pai"
"Parent transaction ID must have a transaction ID.","ID da transação pai deve conter um ID de transação."
"Partial","Parcial"
"Payment Failed","Pagamento Falhou"
"Payment Information","Informações de Pagamento"
"Payment Method","Método de Pagamento"
"Payment Method Name","Nome do Método de Pagamento"
"Payment Method:","Método de Pagamento:"
"Payment Review","Revisão de Pagamento"
"Payment disallow storing objects.","Pagamento não permite o armazenamento de objetos."
"Payment transactions disallow storing objects.","Transações de pagamento não permitem o armazenamento de objetos."
"Payment type","Tipo de pagamento"
"Payment update has been made.","Atualização de pagamento foi efetuada."
"Pending","Pendente"
"Pending Payment","Pagamento Pendente"
"Period","Período"
"Place Order Using Billing Agreements","Realizar Pedido Utilizando Acordos de Cobrança"
"Placed from IP","Realizado do IP"
"Please Select Products to Add","Por Favor Selecione Produtos para Adicionar"
"Please Select a Customer","Por Favor Selecione um Cliente"
"Please Select a Store","Por Favor Selecione uma Loja"
"Please check billing address information. %s","Por favor, verifique as informações de endereço de cobrança. %s"
"Please check shipping address information. %s","Por favor, verifique as informações de endereço de entrega. %s"
"Please define PDF object before using.","Por favor, defina o objeto PDF antes de usá-lo."
"Please enter positive number in this field.","Por favor, digite um número positivo neste campo."
"Please select a valid payment method.","Por favor, selecione um método de pagamento válido."
"Please specify a shipping method.","Por favor, especifique um método de entrega."
"Please specify a valid grid column alias name that exists in grid table.","Por favor, especifique um nome alias de coluna de grade válido que exista na tabela grade."
"Price","Preço"
"Print","Imprimir"
"Print All","Imprimir Tudo"
"Print All Invoices","Imprimir Todas as Faturas"
"Print All Refunds","Imprimir Todos os Reembolsos"
"Print All Shipments","Imprimir Todos as Entregas"
"Print Credit Memos","Imprimir Memorandos de Crédito"
"Print Invoice","Imprimir Fatura"
"Print Invoices","Imprimir Faturas"
"Print Order","Imprimir Pedido"
"Print Order # %s","Imprimir Pedido # %s"
"Print Packingslips","Imprimir Guias de Remessa"
"Print Refund","Imprimir Reembolso"
"Print Shipment","Imprimir Entrega"
"Print Shipping Label","Imprimir Etiqueta de Entrega"
"Print Shipping Labels","Imprimir Etiquetas de Entrega"
"Processing","Processando"
"Product","Produto"
"Product Name","Nome do Produto"
"Products","Produtos"
"Products Bestsellers Report","Relatório de Produtos Mais Vendidos"
"Products in Comparison List","Produtos em Lista de Comparação"
"Products should be added to package(s)","Produtos devem ser adicionados à pacotes"
"Profile #%s","Perfil #%s"
"Profile Information","Informações do Perfil"
"Profile State","Estado do Perfil"
"Profit","Lucro"
"Promotion Coupons Usage Report","Relatório de Uso de Cupons de Promoção"
"Proper payment object must be set.","Objeto de pagamento adequado deve ser definido."
"Purchase Order Number:","Número de Compra do Pedido:"
"Purchased From","Adiquido De"
"Purchased From (Store)","Adquirido De (Loja)"
"Purchased Item","Item Adquirido"
"Purchased On","Adquirido Em"
"Qty","Qtd"
"Qty Invoiced","Qtd Faturada"
"Qty Ordered","Qtd Adquirida"
"Qty Shipped","Qtd Enviada"
"Qty To Add","Qtd Para Adicionar"
"Qty to Add","Qtd para Adicionar"
"Qty to Invoice","Qtd para Faturar"
"Qty to Refund","Qtd para Reembolsar"
"Qty to Ship","Qtd para Enviar"
"Quantity Ordered","Quantidade Adquirida"
"Quote item id is not received.","Id do item de cotação não foi recebido."
"Quote item is not loaded.","Item de cotação não está carregado."
"Rate","Taxa"
"Recent Orders","Pedidos Recentes"
"Recently Compared Products","Produtos Comparados Recentemente"
"Recently Viewed","Vistos Recentemente"
"Recently Viewed Products","Produtos Vistos Recentemente"
"Recurring Profile # %s","Perfil Recorrente # %s"
"Recurring Profile Initial Fee","Taxa Inicial de Perfil Recorrente"
